shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
990005:99260,11525,47.613762,-122.329048,37546.77
990005:99260,11526,47.613865,-122.329491,37660.17
990005:99260,11527,47.613926,-122.329788,37737.87
990005:99260,11528,47.613972,-122.330078,37811.07
990005:99260,11529,47.613979,-122.330276,37860.07
990005:99260,11530,47.613979,-122.330513,37919.07
990005:99260,11531,47.613968,-122.330742,37977.07
990005:99260,11532,47.613937,-122.331001,38038.97
990005:99260,11533,47.613876,-122.331291,38113.17
990005:99260,11534,47.613827,-122.331497,38168.37
990005:99260,11535,47.613762,-122.331703,38225.27
990005:99260,11536,47.613705,-122.331848,38264.97
990005:99260,11537,47.613327,-122.332726,38523.17
990005:99260,11538,47.613148,-122.333160,38648.67
990005:99260,11539,47.612614,-122.334419,39015.77
990005:99260,11540,47.612480,-122.334854,39132.67
990005:99260,11541,47.611950,-122.336128,39502.27
990005:99260,11542,47.611389,-122.337479,39892.47
990005:99260,11543,47.611343,-122.337585,39923.17
990005:99260,11544,47.611122,-122.337944,40042.37
990005:99260,11545,47.611103,-122.337967,40052.47
990005:99260,11546,47.611008,-122.338173,40113.27
990005:99260,11547,47.610912,-122.338295,40161.47
990005:99260,11548,47.610836,-122.338394,40197.17
990005:99260,11549,47.610767,-122.338448,40224.27
990005:99260,11550,47.610691,-122.338478,40253.27
990005:99260,11551,47.610599,-122.338486,40286.07
990005:99260,11552,47.610516,-122.338486,40319.77
990005:99260,11553,47.610390,-122.338448,40363.87
990005:99260,11554,47.610264,-122.338379,40412.27
990005:99260,11555,47.610180,-122.338326,40448.07
990005:99260,11556,47.608345,-122.336647,41235.07
990005:99260,11557,47.607639,-122.336006,41537.37
990005:99260,11558,47.607388,-122.335770,41646.17
990005:99260,11559,47.607284,-122.335678,41689.87
990005:99260,11560,47.607014,-122.335419,41806.97
990005:99260,11561,47.606300,-122.334763,42112.77
990005:99260,11562,47.604874,-122.333466,42724.77
990005:99260,11563,47.604157,-122.332809,43030.77
990005:99260,11564,47.603447,-122.332153,43336.67
990005:99260,11565,47.603294,-122.332016,43402.47
990005:99260,11566,47.602737,-122.331497,43643.17
990005:99260,11567,47.602181,-122.330978,43882.47
990005:99260,11568,47.602051,-122.330864,43936.47
990005:99260,11569,47.601936,-122.330757,43987.97
990005:99260,11570,47.601833,-122.330635,44035.37
990005:99260,11571,47.601719,-122.330460,44094.27
990005:99260,11572,47.601585,-122.330269,44162.17
990005:99260,11573,47.601494,-122.330132,44209.67
990005:99260,11574,47.600929,-122.329308,44500.97
990005:99260,11575,47.600639,-122.328888,44646.27
990005:99260,11576,47.600346,-122.328491,44794.87
990005:99260,11577,47.600227,-122.328339,44849.17
990005:99260,11578,47.600117,-122.328247,44895.27
990005:99260,11579,47.599960,-122.328148,44958.57
990005:99260,11580,47.599716,-122.328079,45049.47
990005:99260,11581,47.598938,-122.328064,45333.07
990005:99260,11582,47.597664,-122.328110,45798.07
990005:99260,11583,47.597576,-122.328125,45829.27
990005:99260,11584,47.597477,-122.328163,45867.17
990005:99260,11585,47.597393,-122.328201,45898.27
990005:99260,11586,47.597317,-122.328217,45926.07
990005:99260,11587,47.597240,-122.328232,45954.87
990005:99260,11588,47.596600,-122.328217,46186.97
990005:99260,11589,47.596569,-122.328217,46198.87
990005:99260,11590,47.596539,-122.328217,46210.97
990005:99260,11591,47.595852,-122.328201,46460.17
990005:99260,11592,47.595814,-122.328201,46475.17
990005:99260,11593,47.595730,-122.328201,46505.17
990005:99260,11594,47.595650,-122.328186,46534.67
990005:99260,11595,47.595573,-122.328186,46563.67
990005:99260,11596,47.595493,-122.328178,46592.77
990005:99260,11597,47.595428,-122.328163,46614.57
990005:99260,11598,47.595375,-122.328148,46636.37
990005:99260,11599,47.595314,-122.328133,46658.27
990005:99260,11600,47.595257,-122.328125,46680.07
990005:99260,11601,47.595200,-122.328110,46701.87
990005:99260,11602,47.595120,-122.328079,46731.87
990005:99260,11603,47.595036,-122.328056,46761.77
990005:99260,11604,47.594879,-122.327995,46821.77
990005:99260,11605,47.593941,-122.327644,47175.37
990005:99260,11606,47.593174,-122.327354,47463.07
990005:99260,11607,47.593090,-122.327316,47494.87
990005:99260,11608,47.593033,-122.327301,47516.17
990005:99260,11609,47.592976,-122.327286,47537.67
990005:99260,11610,47.592915,-122.327271,47559.17
990005:99260,11611,47.592842,-122.327263,47586.07
990005:99260,11612,47.592770,-122.327263,47612.77
990005:99260,11613,47.592567,-122.327248,47687.07
990005:99604,10497,47.703012,-122.328373,0.0
990005:99604,10498,47.702605,-122.328367,148.5
990005:99604,10499,47.702251,-122.328363,277.45
990005:99604,10500,47.701844,-122.328358,425.95
990005:99604,10501,47.701437,-122.328369,574.37
990005:99604,10502,47.701033,-122.328418,722.22
990005:99604,10503,47.700633,-122.328492,869.38
990005:99604,10504,47.700233,-122.328567,1016.51
990005:99604,10505,47.699833,-122.328642,1163.64
990005:99604,10506,47.699433,-122.328717,1310.77
990005:99604,10507,47.699031,-122.328786,1458.1
990005:99604,10508,47.698627,-122.328830,1606.09
990005:99604,10509,47.698220,-122.328844,1754.49
990005:99604,10510,47.697813,-122.328827,1902.87
990005:99604,10511,47.697409,-122.328781,2050.83
990005:99604,10512,47.697006,-122.328722,2198.49
990005:99604,10513,47.696745,-122.328684,2294.31
990005:99604,10514,47.696588,-122.328661,2351.62
990005:99604,10515,47.696185,-122.328606,2499.35
990005:99604,10516,47.695779,-122.328574,2647.56
990005:99604,10517,47.695372,-122.328571,2796.03
990005:99604,10518,47.694965,-122.328581,2944.52
990005:99604,10519,47.694558,-122.328590,3093.0
990005:99604,10520,47.694151,-122.328599,3241.48
990005:99604,10521,47.693744,-122.328608,3389.96
990005:99604,10522,47.693337,-122.328617,3538.45
990005:99604,10523,47.692930,-122.328626,3686.93
990005:99604,10524,47.692523,-122.328636,3835.41
990005:99604,10525,47.692116,-122.328638,3983.89
990005:99604,10526,47.691710,-122.328612,4132.2
990005:99604,10527,47.691307,-122.328552,4279.77
990005:99604,10528,47.690911,-122.328459,4426.1
990005:99604,10529,47.690523,-122.328335,4570.78
990005:99604,10530,47.690146,-122.328183,4713.47
990005:99604,10531,47.689780,-122.328004,4853.89
990005:99604,10532,47.689429,-122.327799,4991.73
990005:99604,10533,47.689091,-122.327572,5127.06
990005:99604,10534,47.688767,-122.327325,5259.86
990005:99604,10535,47.688460,-122.327059,5389.89
990005:99604,10536,47.688166,-122.326777,5517.53
990005:99604,10537,47.687888,-122.326480,5642.61
990005:99604,10538,47.687628,-122.326174,5763.5
990005:99604,10539,47.687363,-122.325857,5887.94
990005:99604,10540,47.687103,-122.325544,6010.19
990005:99604,10541,47.686843,-122.325231,6132.44
990005:99604,10542,47.686583,-122.324917,6254.67
990005:99604,10543,47.686323,-122.324604,6376.92
990005:99604,10544,47.686063,-122.324291,6499.17
990005:99604,10545,47.685803,-122.323977,6621.42
990005:99604,10546,47.685543,-122.323664,6743.67
990005:99604,10547,47.685284,-122.323350,6865.92
990005:99604,10548,47.685024,-122.323037,6988.17
990005:99604,10549,47.684764,-122.322724,7110.41
990005:99604,10550,47.684504,-122.322410,7232.66
990005:99604,10551,47.684244,-122.322097,7354.91
990005:99604,10552,47.683984,-122.321783,7477.16
990005:99604,10553,47.683724,-122.321470,7599.41
990005:99604,10554,47.683464,-122.321157,7721.66
990005:99604,10555,47.683204,-122.320843,7843.9
990005:99604,10556,47.682945,-122.320530,7966.15
990005:99604,10557,47.682685,-122.320217,8088.4
990005:99604,10558,47.682425,-122.319903,8210.66
990005:99604,10559,47.682165,-122.319590,8332.92
990005:99604,10560,47.681905,-122.319276,8455.18
990005:99604,10561,47.681645,-122.318963,8577.43
990005:99604,10562,47.681385,-122.318650,8699.67
990005:99604,10563,47.681125,-122.318336,8821.93
990005:99604,10564,47.680865,-122.318023,8944.19
990005:99604,10565,47.680603,-122.317712,9066.81
990005:99604,10566,47.680327,-122.317412,9191.6
990005:99604,10567,47.680030,-122.317134,9319.83
990005:99604,10568,47.679712,-122.316880,9451.64
990005:99604,10569,47.679373,-122.316654,9587.08
990005:99604,10570,47.679015,-122.316461,9726.1
990005:99604,10571,47.678640,-122.316304,9868.46
990005:99604,10572,47.678249,-122.316190,10013.63
990005:99604,10573,47.677849,-122.316119,10160.82
990005:99604,10574,47.677443,-122.316092,10309.07
990005:99604,10575,47.677036,-122.316085,10457.56
990005:99604,10576,47.676629,-122.316079,10606.06
990005:99604,10577,47.676221,-122.316073,10754.56
990005:99604,10578,47.675814,-122.316066,10903.06
990005:99604,10579,47.675408,-122.316050,11051.48
990005:99604,10580,47.675003,-122.316008,11199.52
990005:99604,10581,47.674601,-122.315944,11347.01
990005:99604,10582,47.674199,-122.315877,11494.39
990005:99604,10583,47.673798,-122.315809,11641.78
990005:99604,10584,47.673396,-122.315741,11789.16
990005:99604,10585,47.672995,-122.315673,11936.55
990005:99604,10586,47.672593,-122.315606,12083.93
990005:99604,10587,47.672192,-122.315538,12231.32
990005:99604,10588,47.671791,-122.315470,12378.7
990005:99604,10589,47.671389,-122.315403,12526.09
990005:99604,10590,47.670988,-122.315335,12673.48
990005:99604,10591,47.670586,-122.315267,12820.86
990005:99604,10592,47.670185,-122.315199,12968.25
990005:99604,10593,47.669783,-122.315132,13115.63
990005:99604,10594,47.669382,-122.315064,13263.02
990005:99604,10595,47.668980,-122.314996,13410.4
990005:99604,10596,47.668579,-122.314928,13557.79
990005:99604,10597,47.668177,-122.314861,13705.18
990005:99604,10598,47.667776,-122.314793,13852.57
990005:99604,10599,47.667375,-122.314725,13999.95
990005:99604,10600,47.666973,-122.314658,14147.34
990005:99604,10601,47.666572,-122.314590,14294.72
990005:99604,10602,47.666170,-122.314522,14442.11
990005:99604,10603,47.665768,-122.314457,14589.57
990005:99604,10604,47.665366,-122.314397,14737.19
990005:99604,10605,47.664962,-122.314344,14885.01
990005:99604,10606,47.664557,-122.314298,15033.0
990005:99604,10607,47.664152,-122.314261,15181.16
990005:99604,10608,47.663746,-122.314230,15329.44
990005:99604,10609,47.663340,-122.314208,15477.81
990005:99604,10610,47.662933,-122.314192,15626.25
990005:99604,10611,47.662526,-122.314183,15774.73
990005:99604,10612,47.662119,-122.314182,15923.23
990005:99604,10613,47.661712,-122.314189,16071.73
990005:99604,10614,47.661305,-122.314199,16220.21
990005:99604,10615,47.660898,-122.314210,16368.69
990005:99604,10616,47.660491,-122.314221,16517.17
990005:99604,10617,47.660084,-122.314231,16665.65
990005:99604,10618,47.659677,-122.314242,16814.13
990005:99604,10619,47.659270,-122.314239,16962.52
990005:99604,10620,47.658874,-122.314150,17108.62
990005:99604,10621,47.658510,-122.313969,17248.59
990005:99604,10622,47.658191,-122.313718,17380.53
990005:99604,10623,47.657919,-122.313416,17504.6
990005:99604,10624,47.657692,-122.313078,17621.95
990005:99604,10625,47.657509,-122.312715,17733.6
990005:99604,10626,47.657365,-122.312334,17841.1
990005:99604,10627,47.657260,-122.311941,17945.33
990005:99604,10628,47.657187,-122.311541,18047.54
990005:99604,10629,47.657128,-122.311138,18149.12
990005:99604,10630,47.657069,-122.310735,18250.7
990005:99604,10631,47.657010,-122.310332,18352.26
990005:99604,10632,47.656951,-122.309929,18453.84
990005:99604,10633,47.656892,-122.309526,18555.4
990005:99604,10634,47.656833,-122.309123,18657.0
990005:99604,10635,47.656769,-122.308722,18758.78
990005:99604,10636,47.656691,-122.308322,18861.28
990005:99604,10637,47.656595,-122.307926,18964.9
990005:99604,10638,47.656480,-122.307536,19069.88
990005:99604,10639,47.656345,-122.307152,19176.57
990005:99604,10640,47.656189,-122.306776,19285.3
990005:99604,10641,47.656012,-122.306409,19396.28
990005:99604,10642,47.655814,-122.306054,19509.89
990005:99604,10643,47.655593,-122.305712,19626.53
990005:99604,10644,47.655347,-122.305387,19746.64
990005:99604,10645,47.655077,-122.305083,19870.47
990005:99604,10646,47.654782,-122.304803,19998.35
990005:99604,10647,47.654462,-122.304552,20130.55
990005:99604,10648,47.654117,-122.304336,20267.16
990005:99604,10649,47.653749,-122.304161,20407.89
990005:99604,10650,47.653364,-122.304032,20552.18
990005:99604,10651,47.652964,-122.303956,20699.14
990005:99604,10652,47.652558,-122.303928,20847.42
990005:99604,10653,47.652151,-122.303917,20995.9
990005:99604,10654,47.651744,-122.303906,21144.37
990005:99604,10655,47.651337,-122.303895,21292.85
990005:99604,10656,47.650930,-122.303884,21441.33
990005:99604,10657,47.650523,-122.303873,21589.8
990005:99604,10658,47.649704,-122.303864,21888.57
990005:99604,10659,47.649521,-122.303848,21954.07
990005:99604,10660,47.649296,-122.303848,22036.37
990005:99904,1820,47.703012,-122.328373,0.0
990005:99904,1821,47.702605,-122.328367,148.5
990005:99904,1822,47.702251,-122.328363,277.45
990005:99904,1823,47.701844,-122.328358,425.95
990005:99904,1824,47.701437,-122.328369,574.37
990005:99904,1825,47.701033,-122.328418,722.22
990005:99904,1826,47.700633,-122.328492,869.38
990005:99904,1827,47.700233,-122.328567,1016.51
990005:99904,1828,47.699833,-122.328642,1163.64
990005:99904,1829,47.699433,-122.328717,1310.77
990005:99904,1830,47.699031,-122.328786,1458.1
990005:99904,1831,47.698627,-122.328830,1606.09
990005:99904,1832,47.698220,-122.328844,1754.49
990005:99904,1833,47.697813,-122.328827,1902.87
990005:99904,1834,47.697409,-122.328781,2050.83
990005:99904,1835,47.697006,-122.328722,2198.49
990005:99904,1836,47.696745,-122.328684,2294.31
990005:99904,1837,47.696588,-122.328661,2351.62
990005:99904,1838,47.696185,-122.328606,2499.35
990005:99904,1839,47.695779,-122.328574,2647.56
990005:99904,1840,47.695372,-122.328571,2796.03
990005:99904,1841,47.694965,-122.328581,2944.52
990005:99904,1842,47.694558,-122.328590,3093.0
990005:99904,1843,47.694151,-122.328599,3241.48
990005:99904,1844,47.693744,-122.328608,3389.96
990005:99904,1845,47.693337,-122.328617,3538.45
990005:99904,1846,47.692930,-122.328626,3686.93
990005:99904,1847,47.692523,-122.328636,3835.41
990005:99904,1848,47.692116,-122.328638,3983.89
990005:99904,1849,47.691710,-122.328612,4132.2
990005:99904,1850,47.691307,-122.328552,4279.77
990005:99904,1851,47.690911,-122.328459,4426.1
990005:99904,1852,47.690523,-122.328335,4570.78
990005:99904,1853,47.690146,-122.328183,4713.47
990005:99904,1854,47.689780,-122.328004,4853.89
990005:99904,1855,47.689429,-122.327799,4991.73
990005:99904,1856,47.689091,-122.327572,5127.06
990005:99904,1857,47.688767,-122.327325,5259.86
990005:99904,1858,47.688460,-122.327059,5389.89
990005:99904,1859,47.688166,-122.326777,5517.53
990005:99904,1860,47.687888,-122.326480,5642.61
990005:99904,1861,47.687628,-122.326174,5763.5
990005:99904,1862,47.687363,-122.325857,5887.94
990005:99904,1863,47.687103,-122.325544,6010.19
990005:99904,1864,47.686843,-122.325231,6132.44
990005:99904,1865,47.686583,-122.324917,6254.67
990005:99904,1866,47.686323,-122.324604,6376.92
990005:99904,1867,47.686063,-122.324291,6499.17
990005:99904,1868,47.685803,-122.323977,6621.42
990005:99904,1869,47.685543,-122.323664,6743.67
990005:99904,1870,47.685284,-122.323350,6865.92
990005:99904,1871,47.685024,-122.323037,6988.17
990005:99904,1872,47.684764,-122.322724,7110.41
990005:99904,1873,47.684504,-122.322410,7232.66
990005:99904,1874,47.684244,-122.322097,7354.91
990005:99904,1875,47.683984,-122.321783,7477.16
990005:99904,1876,47.683724,-122.321470,7599.41
990005:99904,1877,47.683464,-122.321157,7721.66
990005:99904,1878,47.683204,-122.320843,7843.9
990005:99904,1879,47.682945,-122.320530,7966.15
990005:99904,1880,47.682685,-122.320217,8088.4
990005:99904,1881,47.682425,-122.319903,8210.66
990005:99904,1882,47.682165,-122.319590,8332.92
990005:99904,1883,47.681905,-122.319276,8455.18
990005:99904,1884,47.681645,-122.318963,8577.43
990005:99904,1885,47.681385,-122.318650,8699.67
990005:99904,1886,47.681125,-122.318336,8821.93
990005:99904,1887,47.680865,-122.318023,8944.19
990005:99904,1888,47.680603,-122.317712,9066.81
990005:99904,1889,47.680327,-122.317412,9191.6
990005:99904,1890,47.680030,-122.317134,9319.83
990005:99904,1891,47.679712,-122.316880,9451.64
990005:99904,1892,47.679373,-122.316654,9587.08
990005:99904,1893,47.679015,-122.316461,9726.1
990005:99904,1894,47.678640,-122.316304,9868.46
990005:99904,1895,47.678249,-122.316190,10013.63
990005:99904,1896,47.677849,-122.316119,10160.82
990005:99904,1897,47.677443,-122.316092,10309.07
990005:99904,1898,47.677036,-122.316085,10457.56
990005:99904,1899,47.676629,-122.316079,10606.06
990005:99904,1900,47.676221,-122.316073,10754.56
990005:99904,1901,47.675814,-122.316066,10903.06
990005:99904,1902,47.675408,-122.316050,11051.48
990005:99904,1903,47.675003,-122.316008,11199.52
990005:99904,1904,47.674601,-122.315944,11347.01
990005:99904,1905,47.674199,-122.315877,11494.39
990005:99904,1906,47.673798,-122.315809,11641.78
990005:99904,1907,47.673396,-122.315741,11789.16
990005:99904,1908,47.672995,-122.315673,11936.55
990005:99904,1909,47.672593,-122.315606,12083.93
990005:99904,1910,47.672192,-122.315538,12231.32
990005:99904,1911,47.671791,-122.315470,12378.7
990005:99904,1912,47.671389,-122.315403,12526.09
990005:99904,1913,47.670988,-122.315335,12673.48
990005:99904,1914,47.670586,-122.315267,12820.86
990005:99904,1915,47.670185,-122.315199,12968.25
990005:99904,1916,47.669783,-122.315132,13115.63
990005:99904,1917,47.669382,-122.315064,13263.02
990005:99904,1918,47.668980,-122.314996,13410.4
990005:99904,1919,47.668579,-122.314928,13557.79
